"id","date","lon","lat","presence","track_id","bathy","day","sst","ice_conc","ice_na","ice_pct","uo","vo","ssh","dist_shelf","geometry"
"173721",2018-07-20 11:00:00,-60.8233987945016,-62.4537448039692,1,"173721_real",-40,2018-07-20,-1.12494275718927,0,TRUE,0,0.0927762687206268,-0.0201422162353992,-1.71452986076474,-23362.1974801468,c(-60.8233987945016, -62.4537448039692)
"173721",2018-07-21 17:00:00,-60.832307465764,-62.4775521227625,1,"173721_real",0,2018-07-21,-1.2077089548111,0,TRUE,0,0.0952177494764328,-0.0701925717294216,-1.69652394019067,-25566.3808246199,c(-60.832307465764, -62.4775521227625)
"173721",2018-07-21 23:00:00,-60.944606755777,-62.4795280630209,1,"173721_real",-73,2018-07-21,-1.34028135985136,0,TRUE,0,0.113528855144978,0.0640888698399067,-1.69774468056858,-23768.4010004496,c(-60.944606755777, -62.4795280630209)
"173721",2018-07-22 05:00:00,-60.9464985815709,-62.4595795481488,1,"173721_real",-86,2018-07-22,-1.43842888623476,0.00839259009808302,FALSE,0.839259009808302,0.0592059083282948,0.0964384898543358,-1.68706320226192,-21607.9271930082,c(-60.9464985815709, -62.4595795481488)
"173721",2018-07-22 17:00:00,-60.8484822775114,-62.5210044526055,1,"173721_real",-2,2018-07-22,-1.31684314459562,0.00301370280794799,FALSE,0.301370280794799,0.0402844324707985,0.0640888698399067,-1.69011505320668,-29703.3446550493,c(-60.8484822775114, -62.5210044526055)
"173721",2018-07-22 23:00:00,-60.8630237082835,-62.5310945399768,1,"173721_real",-16,2018-07-22,-1.31684314459562,0.00301370280794799,FALSE,0.301370280794799,0.0402844324707985,0.0640888698399067,-1.69011505320668,-30497.8490032274,c(-60.8630237082835, -62.5310945399768)
"173721",2018-07-23 05:00:00,-60.972709515337,-62.6044142603231,1,"173721_real",-8,2018-07-23,-1.58784750849009,0.0100329599808902,FALSE,1.00329599808902,0.105594042688608,0.0128177739679813,-1.67546616867185,-36586.3800492142,c(-60.972709515337, -62.6044142603231)
"173721",2018-07-23 23:00:00,-60.8281984787819,-62.5029969226889,1,"173721_real",-9,2018-07-23,-1.39082001149654,0.00488296151161194,FALSE,0.488296151161194,0.0427259132266045,0.00427259132266045,-1.67577135376632,-28238.1758115537,c(-60.8281984787819, -62.5029969226889)
"173721",2018-07-24 11:00:00,-60.8522202477026,-62.5184379188745,1,"173721_real",-1,2018-07-24,-1.56660662591457,0.0672551651950926,FALSE,6.72551651950926,0.0903347879648209,0.0903347879648209,-1.69103060849011,-29368.2108322629,c(-60.8522202477026, -62.5184379188745)
"173721",2018-07-24 17:00:00,-60.8433025146612,-62.5223321250649,1,"173721_real",-5,2018-07-24,-1.56660662591457,0.0672551651950926,FALSE,6.72551651950926,0.0903347879648209,0.0903347879648209,-1.69103060849011,-29936.3446418218,c(-60.8433025146612, -62.5223321250649)
"173721",2018-07-24 23:00:00,-60.8898267383019,-62.5328259308688,1,"173721_real",-39,2018-07-24,-1.6669514849782,0.0342570268549025,FALSE,3.42570268549025,0.11047700420022,0.121463667601347,-1.68797875754535,-30247.6228474309,c(-60.8898267383019, -62.5328259308688)
"173721",2018-07-25 17:00:00,-60.8480926832216,-62.514511020635,1,"173721_real",-1,2018-07-25,-1.62959682941437,0.0674077577423304,FALSE,6.74077577423304,0.160527359694242,0.111697744578123,-1.70598467811942,-29036.3372379139,c(-60.8480926832216, -62.514511020635)
"173721",2018-07-25 23:00:00,-60.8707811761187,-62.5304830467192,1,"173721_real",-20,2018-07-25,-1.62959682941437,0.0674077577423304,FALSE,6.74077577423304,0.160527359694242,0.111697744578123,-1.70598467811942,-30304.6255644021,c(-60.8707811761187, -62.5304830467192)
"173721",2018-07-26 11:00:00,-60.8527466365102,-62.5167273523486,1,"173721_real",-1,2018-07-26,-1.47578354179859,0.405819879379123,FALSE,40.5819879379123,0.169072542339563,0.108645893633366,-1.71361430548131,-29180.939298546,c(-60.8527466365102, -62.5167273523486)
"173721",2018-07-26 17:00:00,-60.8438195222996,-62.503670819114,1,"173721_real",-3,2018-07-26,-1.47578354179859,0.405819879379123,FALSE,40.5819879379123,0.169072542339563,0.108645893633366,-1.71361430548131,-27997.1943630525,c(-60.8438195222996, -62.503670819114)
"173721",2018-07-26 23:00:00,-60.8035172216039,-62.4787236979119,1,"173721_real",-1,2018-07-26,-1.47578354179859,0.405819879379123,FALSE,40.5819879379123,0.169072542339563,0.108645893633366,-1.71361430548131,-26306.5847492592,c(-60.8035172216039, -62.4787236979119)
"173721",2018-07-27 11:00:00,-60.8395052803137,-62.48454636216,1,"173721_real",-4,2018-07-27,-1.47358620911837,0.971366007579491,FALSE,97.1366007579491,0.156865138560534,0.042115543037653,-1.70384838245809,-26124.2746278594,c(-60.8395052803137, -62.48454636216)
"173721",2018-07-27 23:00:00,-61.1109565633705,-62.5835051777694,1,"173721_real",-2,2018-07-27,-1.70577102899551,0.92978453845717,FALSE,92.978453845717,0.189825128763914,0.0579851679503918,-1.69011505320668,-31713.4374083215,c(-61.1109565633705, -62.5835051777694)
"173721",2018-07-28 11:00:00,-60.9628941994605,-62.6046159891689,1,"173721_real",-2,2018-07-28,-1.6493728235364,0.600871302885935,FALSE,60.0871302885935,0.164799951016903,0.172734763473272,-1.69103060849011,-36803.6779934519,c(-60.9628941994605, -62.6046159891689)
